ID,DLS,MLS,VEB,LAB,DOS,DES,DOB,DFD,CES,CPB,CAD,AFS,AES,AFD,OPB,NAB,HES,NOS,SOS,LAS
IVG6,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
IVG8,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
IVG9,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
IVH3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
IVH8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IVH9,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
IVI1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IVI2,0,0,0,0,1,1,0,NA,0,0,0,0,1,0,0,0,0,0,0,0
IVI3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
IVI8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
IVI9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
IWA4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IWA8,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
IWA9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0
IWB1,0,0,1,0,0,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,0
IWC5,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
IWC7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
IWC9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
IWE1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IWE2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IWE3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IWE4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IWF4,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
IWF5,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
IWF6,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
IWF7,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
IWH1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
IWH4,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
IWH6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
IWH8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IWH9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
IWI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IWI4,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
IWI8,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
IXC5,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
IXC6,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
IXC7,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
IXC8,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
IXC9,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
IXD5,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
IXD6,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
IXD7,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
IXD9,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
IXE3,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
IXE6,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
IXE8,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
IXF1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
IXF2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
IXF3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
IXF5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
IXG1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
IXG8,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
IXG9,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
IXH3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
IXH7,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
IXH8,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
IXI1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
IXI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IXI5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
IXI6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
IYB3,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
IYB5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IYB6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IYB7,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
IYB8,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
IYC1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
IYC7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IYC9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0
IYD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IYD4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
IYE2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1
IYE3,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
IYE7,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0
IYF1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IYF2,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
IYF7,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
IYF8,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
IYF9,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0
IYG1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IYG4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
IYG6,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
IYG9,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
IYH8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IYI2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
IYI3,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0
IYI5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
IYI6,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
IYI8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IZA5,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
IZB6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
IZB8,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
IZB9,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
IZC1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
IZC2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IZD1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
IZD3,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
IZD4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IZF2,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
IZF3,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
IZF4,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0
IZF9,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
IZG1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
IZG3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
IZG4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
IZG5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
IZG6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
IZG8,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
IZH1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IZH3,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
IZH4,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0
JAA2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
JAA3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JAB7,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
JAB9,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
JAC2,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
JAC4,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
JAD1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JAD2,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
JAD6,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
JAD8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
JAD9,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
JAG3,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
JAG4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
JAG6,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
JAG7,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
JAG9,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
JAH6,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
JAH9,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
JAI2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0
JAI5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
JAI6,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
JBA1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JBA2,0,0,1,0,1,0,0,0,0,NA,0,0,0,0,0,1,0,0,1,0
JBA3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JBA7,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
JBA9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
JBB2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JBB3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
JBB7,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0
JBC2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
JBC5,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
JBC6,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
JBC8,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
JBC9,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0
JBD3,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
JBE1,1,1,0,0,NA,1,0,0,1,1,0,NA,1,0,0,0,1,1,0,0
JBE2,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
JBE3,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
JBE5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
JBF2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
JBF3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
JBF6,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0
JBG3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JBG4,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
JBG5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
JBG6,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JBG7,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
JBG8,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
JBH1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
JBH2,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
JBH6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JBH7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JBI4,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0
JBI5,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
JBI6,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0
JBI7,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
JBI8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
JCA1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
JCA2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
JCA5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JCA8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JCA9,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
JCB2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCB3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JCB6,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
JCC1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
JCC2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
JCC3,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
JCC6,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
JCC8,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
JCD5,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
JCD6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
JCD7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
JCD8,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
JCD9,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
JCE1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
JCE2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCE3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
JCE8,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
JCF1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
JCF4,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
JCF8,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
JCF9,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
JCG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JCG3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JCG4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JCG5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JCG8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JCH2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
JCH5,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
JCH6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
JCH8,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
JCH9,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
JCI2,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0
JCI5,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
JDA4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JDA6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JDA7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JDA8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JDB2,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0
JDB4,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
JDB5,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
JDB6,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1
JDB7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
JDC1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JDC9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JDF8,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0
JDF9,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0
JDG7,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
JDG8,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
JDH4,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JDI6,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JDI7,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
JDI8,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
JEA2,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
JEA4,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
JEA7,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0
JEB1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
JEB6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEB7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JEC2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEC4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JEC6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEC7,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
JEC8,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
JED3,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
JED4,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
JED6,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
JEE1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0
JEE2,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JEF1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
JEF4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JEG2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JEG4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JEG6,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
JEH6,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JEH8,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
JEH9,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0
JEI2,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
JEI3,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
JUA1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
JUA2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
JUA5,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
JUA9,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
JUB5,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1
JUC1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JUC4,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
JUC5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JUC7,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JUC8,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
JUD7,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
JUE5,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
JUE7,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
JUF6,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
JUF7,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
JUH5,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
JUH6,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
JUI4,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
JUI5,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
JUI8,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
JVA2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JVA5,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
JVA9,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JVB1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JVB7,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
JVC4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JVD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JVD2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JVD5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JVD6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JVE2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JVE4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
JVE7,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
JVF1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
JVF3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
JVF6,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JVG1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
JVG4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
JVG5,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
JVG7,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
JVH1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
JVH5,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
JVH7,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
JVH9,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0
JVI1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
JVI3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
JXA5,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
JXA6,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
JXA8,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
JXB2,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0
JXB3,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
JXB7,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0
JXC3,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0
JXC4,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
JXC6,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0
JXC7,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0
JXD5,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
JXD6,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JXD8,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
