Altcal	Altcom	Altfas	Altshe	Arcstr	Asplep	Astbur	Astfla	Astpal	Auldew	Baicen	Batfas	Batfer	Batgra	Bathor	Batleo	Batmin	Batvit	BenhoM	Benhor	Benmel	Bentri	Boumic	Calmac	Calmel	Calple	Carsch	Chabif	Chabri	Chacya	Chando	Chapop	Cphfr5	Cphfro	Cphgib	Cteben	Ctehor	Ctepol	Cunlon	Cyafoa	Cyafur	Cypcol	Cypdwj	Cypkan	Cypkib	Cyplep	Cypmic	Cyppav	Cypzon	Ectdes	EctspN	Enamel	Erecya	Eremar	Gnaper	Gnapfe	Gralem	Gwcabe	Gwcbel	Gwcchr	Gwcsta	Hapmic	Hemste	HemstZ	Hplkil	HplspC	Hplsta	Hplvan	Intloo	Juldic	Julkom	JulmaN	JulmaS	Julmrk	Julorn	Julreg	JulreK	Jultra	Julunt	Lamcal	Lamkun	Lamlem	Lammel	Lamoce	LamorC	Lamorn	LamorS	Lamsig	Lamspe	Lamtig	Lchaur	Lepatt	Lepcun	Lepelo	Lepkam	Lepken	LepmeK	Lepmim	Leppro	Lesper	Lessta	Limdar	Loblab	Mdcrot	Mdcten	Neobif	Neobou	Neobre	Neobri	NeobrM	Neobue	NeocaK	Neocal	Neocau	Neochi	Neochr	Neocra	Neocyg	Neocyl	Neodev	Neoese	Neofal	NeofaM	Neofur	NeofuU	Neogra	NeogrM	Neohec	Neohel	Neokom	Neolap	NeoleL	Neoleu	Neolon	Neolou	Neomar	Neomee	Neomod	Neomon	Neomul	Neomux	Neonig	Neonve	Neoobs	Neooli	Neopec	Neopet	Neople	Neopro	Neopul	Neosav	Neosex	Neosim	Neospl	Neotet	Neotim	Neotoa	Neotre	Neovar	NeoveB	NeoveS	Neowal	Ophboo	Ophhet	Ophnas	Ophpar	Ophven	Ophwhi	Ortcho	Ortmaz	Ortred	Ortuvi	Pcybri	PcybrN	Pcynig	Pcytem	Perecc	Permic	Peteph	Petfam	Petfas	Petgia	Pethor	Petiko	Petkas	Petkip	Petmac	Petmos	Petort	Petpol	Petrai	Petred	Pettex	Pettre	Phaacu	Pleela	Plemul	Plepar	Plestr	Psccur	Psephi	Regcal	Sarcar	Sermac	Simbab	Simdia	Simmar	Simmrg	Simple	Spaery	Spamar	Steult	Tanirs	Tchdha	Telbif	Telbra	Telbri	TeldhN	TeldhS	TeldhT	Tellon	Telluf	Telshe	TelteS	Telvit	Thobra	Tilspa	Trecap	Tremac	Tremar	Trenig	Tresti	Treuni	Trezeb	Trioto	Troann	Trobri	TrobrK	Trodub	Trokir	Troluk	Trolun	Tromoo	Tromor	Trompi	Tronig	Tropol	Trored	Varmoo	Xchhec	Xenbat	Xenbou	Xencau	Xenfla	Xenkil	Xenlon	Xennas	XenniS	Xenoch	Xenorn	XenpaK	Xenpap	Xensim	Xensin	Xenspi	XenspN	Xensun
Altcal	0	0	0.0972318	0.146176	8.8162e-05	8.43944e-05	5.79188e-05	9.16713e-05	9.16827e-05	6.62531e-05	9.13719e-05	8.79734e-05	9.03524e-05	7.16215e-05	9.86145e-06	9.94767e-06	4.995e-05	9.07427e-05	7.76918e-05	8.92781e-05	9.4361e-05	9.55732e-05	8.90671e-06	7.66377e-05	9.48227e-05	6.81217e-05	9.47302e-05	3.73618e-05	6.6192e-05	0.0122771	6.76377e-05	6.03125e-05	7.97128e-05	7.92275e-05	7.0442e-05	8.4699e-05	7.5406e-05	8.65951e-05	9.69426e-05	9.77087e-05	8.22846e-05	9.61041e-05	9.42888e-05	9.58166e-05	8.39451e-06	7.91688e-05	8.99206e-05	8.95299e-05	9.48995e-05	9.56336e-05	9.99384e-05	9.24466e-05	3.87635e-05	8.52697e-05	6.29214e-05	8.99413e-05	8.00823e-05	9.44663e-05	8.29044e-05	9.36463e-05	3.11382e-05	9.57348e-05	9.37347e-05	9.05726e-05	9.8567e-05	9.06768e-06	9.24332e-05	8.75865e-05	9.76239e-05	0.0092918	3.9183e-07	8.51172e-05	9.55599e-05	1.03018e-05	8.74992e-05	1.87225e-05	2.50719e-06	0.010813	0.00876397	0.0913831	0.0144524	0.0650559	0	0.0406659	0.0262075	0.0273389	0.0266339	0.0186095	0.0270153	0.0175923	9.84352e-05	7.04623e-05	0.0152598	0.0636661	0.061679	6.71332e-05	0.0664608	0.0653715	0.0603814	9.6296e-05	9.48187e-05	7.86545e-05	9.9191e-05	9.94662e-05	9.20276e-05	0.0152294	0.0678567	0.0137213	1.10557e-05	0.0156068	1.4245e-05	0.0520999	0.0147391	0.0488538	0.0302187	0.0220114	0.0188488	2.69032e-05	0.00946322	0.0307596	4.70805e-05	5.73335e-05	7.47538e-05	0.0090774	9.54685e-05	0.0186068	5.43216e-05	0.0683138	5.48343e-05	0.0185674	8.51693e-05	9.50249e-06	5.4837e-05	9.57074e-05	1.45245e-05	0.0164042	0.063317	0.0197629	0.0217633	0.0154427	9.38005e-05	0.0203129	5.82707e-05	1.9026e-05	0.0191999	6.45387e-05	0.0223661	0.0630415	9.91669e-06	8.01352e-06	0.0201474	0.018785	0.0210344	7.58467e-05	2.86366e-05	8.67394e-05	0.0037418	7.21417e-05	0.0151978	0.0114885	0.016468	0.026046	9.31332e-05	9.40708e-05	7.79577e-05	8.83806e-05	9.79862e-05	9.38109e-05	8.46785e-05	9.85837e-05	9.95148e-05	9.57512e-05	8.42231e-05	9.07215e-05	9.51422e-06	7.30097e-05	7.45804e-05	9.39428e-06	8.42577e-05	9.21469e-05	8.4321e-05	7.30857e-05	9.8303e-05	9.41353e-05	8.68666e-05	9.81208e-05	9.11903e-05	9.14135e-07	9.61845e-06	9.38159e-05	9.46885e-05	9.48975e-06	9.64624e-05	9.61749e-05	9.90586e-05	9.59969e-05	6.35353e-05	9.6684e-05	9.64031e-05	9.61995e-05	8.06728e-05	7.89369e-06	7.41555e-06	9.98176e-05	9.3232e-05	9.84929e-05	9.36184e-05	9.55352e-05	8.87568e-05	7.14321e-05	9.6825e-05	0	8.86896e-05	8.3546e-05	5.50369e-05	0.0295297	0.0314663	3.48478e-06	2.56928e-05	0.028064	8.45167e-05	0.0372473	2.6923e-05	5.19816e-05	0.031068	9.0612e-05	0	0.016632	8.42679e-05	8.04452e-05	9.08238e-05	4.892e-05	6.06084e-05	9.52658e-05	9.72152e-05	9.66729e-05	9.08007e-05	9.25121e-05	9.71182e-05	8.57072e-05	8.76026e-05	9.68077e-05	9.41691e-05	9.21344e-06	8.6422e-05	8.69938e-05	9.09205e-05	8.64712e-05	2.36648e-05	9.36385e-05	8.57843e-06	9.29272e-05	9.73355e-06	8.82325e-05	8.69042e-05	9.29167e-05	8.79512e-05	8.0867e-05	9.02402e-05	9.9132e-05	9.47975e-05	9.95471e-05	9.82357e-05	6.3882e-05	8.15635e-05	8.96475e-05	9.6089e-05
Altcom	0	0	0.102225	0	7.63098e-05	9.3448e-06	3.86802e-05	9.99311e-05	8.68669e-05	9.94508e-05	4.46636e-05	8.72418e-05	9.11501e-05	8.98753e-05	7.63126e-06	8.90526e-07	6.89597e-05	8.71366e-07	6.49873e-05	7.97638e-05	6.91694e-05	9.98566e-05	9.07162e-05	9.90888e-05	8.6899e-06	8.56044e-05	9.91306e-06	9.90786e-05	0.0123703	4.74001e-06	7.66138e-06	5.66648e-06	9.78147e-05	6.06196e-05	4.65468e-06	6.51978e-05	7.74734e-05	9.4608e-05	8.66938e-06	7.55633e-05	9.05261e-05	8.11144e-05	8.81747e-05	9.71174e-06	9.07072e-05	9.69294e-05	9.23134e-05	9.3186e-06	9.89337e-05	8.20119e-05	9.13549e-05	6.44394e-05	8.57686e-05	8.92158e-05	7.4992e-05	9.85872e-05	9.03349e-05	1.81463e-05	5.72178e-05	6.33361e-05	8.10331e-05	8.87805e-05	6.38702e-05	4.22632e-05	8.43105e-05	9.19107e-06	9.82195e-05	9.55423e-05	8.55712e-05	5.78274e-05	0.0111022	7.93866e-05	4.32527e-05	9.51738e-05	9.49398e-05	6.60667e-05	9.19202e-05	4.16249e-05	5.19128e-06	0.0957283	0.0157938	0.0653152	0.00857757	0.0592658	2.45769e-05	0.0288229	9.198e-05	0.0199339	0.0481293	9.95711e-05	9.83085e-05	0.0666916	0.0163858	0.0659316	0.0640968	5.83058e-05	4.97673e-05	0.0684415	0.0623347	9.0872e-05	7.86973e-06	7.36702e-05	9.52251e-05	7.89652e-05	6.04196e-05	9.66534e-05	0.0700346	0.0142691	5.77992e-05	0.0160137	7.67065e-05	0.0532126	0.0156159	0.0498732	0.0307277	7.10914e-05	0.0196827	0.021091	0.00984502	7.52289e-05	0.0251787	1.87686e-05	1.5258e-05	0.00961713	0.0141224	8.05041e-06	0.0235049	0.0712388	9.83018e-05	4.77832e-05	0.0215549	2.43031e-05	0.012136	4.89562e-05	2.4953e-05	3.00918e-06	0.0660059	0.0209882	7.55688e-05	0.0156006	7.07491e-05	8.05866e-05	9.03539e-05	9.5244e-06	9.40875e-05	7.37219e-05	5.8128e-05	0.0651593	7.88661e-05	7.63335e-05	5.81643e-06	8.98344e-06	6.47756e-07	0.0230539	0.0182865	7.47329e-05	9.24544e-05	1.23674e-05	0.0123821	0.0128779	0.0177845	6.86724e-05	9.47214e-05	9.10853e-05	8.61219e-05	9.7526e-05	5.88696e-05	8.90251e-05	9.72303e-05	6.28743e-05	2.2791e-05	8.2916e-05	9.65651e-05	9.25172e-05	8.40505e-05	8.79536e-05	7.94023e-05	8.98875e-05	9.0915e-05	9.63963e-05	9.52792e-05	9.9374e-05	8.58443e-05	9.89747e-05	8.52448e-05	9.07846e-05	8.62011e-05	9.13463e-05	9.66695e-05	8.22828e-05	9.6331e-05	4.38785e-05	8.95784e-05	9.19481e-05	8.47719e-05	8.95644e-05	7.00591e-05	9.21737e-05	9.67727e-05	7.50051e-05	9.13124e-06	9.00476e-06	8.8554e-05	8.15883e-06	8.12296e-05	9.92793e-05	9.27781e-05	9.18684e-05	9.20119e-06	4.75317e-05	2.77453e-05	0	7.62953e-05	3.69228e-06	0.0354821	0.0303491	0.0326193	0.0317254	7.30305e-05	9.04016e-05	6.89642e-05	2.76158e-05	4.90112e-05	7.03776e-05	9.74427e-06	8.42275e-05	0	7.34413e-05	0.0125557	7.62835e-05	9.4311e-05	7.65046e-05	4.78068e-05	2.31347e-05	9.77818e-06	8.02454e-05	9.49908e-05	9.46092e-05	8.48276e-05	7.65525e-05	9.48308e-07	9.5607e-05	9.06694e-05	9.94676e-05	9.82104e-05	9.6829e-05	9.73341e-05	9.74395e-07	5.31262e-05	8.69644e-05	9.76471e-05	8.54963e-05	7.74712e-06	9.54702e-05	8.80813e-05	9.06164e-05	9.31345e-05	7.90471e-05	9.89982e-06	7.86229e-05	9.81544e-05	8.92136e-05	7.93019e-05	9.17451e-05	9.36371e-05	8.19431e-05	6.36018e-05
Altfas	0.0972318	0.102225	0	0.103484	9.9191e-06	8.28704e-05	9.66271e-05	9.61055e-05	9.27575e-05	2.78328e-06	8.63526e-05	9.28495e-05	8.36477e-05	6.30267e-05	7.18031e-05	9.53932e-05	8.47661e-05	8.28204e-05	8.65089e-08	9.43412e-05	0.00823892	5.54165e-05	1.68153e-05	9.55644e-05	9.53482e-05	9.20318e-05	7.6167e-05	0.0132743	2.13559e-06	3.46725e-06	1.44669e-05	2.28885e-05	0.0033293	6.53498e-06	4.3079e-05	9.96157e-05	7.03267e-05	9.97839e-05	0.0227274	9.61151e-05	6.04634e-05	8.44509e-05	9.36391e-05	9.94612e-05	5.0582e-06	9.44694e-05	9.64069e-06	8.67726e-05	9.77869e-05	8.15442e-05	9.09357e-05	7.82991e-05	9.66526e-06	9.95843e-05	9.27849e-05	7.20369e-05	7.82969e-05	3.50863e-06	4.42197e-05	8.14821e-05	9.46609e-06	9.0831e-05	4.1484e-05	9.92368e-05	9.75276e-05	9.56835e-06	9.42739e-05	9.34646e-05	8.60773e-05	0.00896645	0.0102838	3.92343e-05	2.99274e-05	0.0131858	0.00944047	1.20517e-05	9.36074e-06	8.09376e-05	0.00933875	0.0486528	0.00665362	0.0307354	0.10823	0.104788	3.47458e-05	0.00596182	0.0112639	0.0104721	0.105199	0.0181094	8.54117e-05	3.55963e-05	0.0156219	0.0680229	0.0680118	7.70396e-05	0.0662611	0.0658517	0.0646305	9.02647e-05	8.72494e-05	9.79869e-06	9.95285e-05	4.11308e-05	7.39589e-05	0.0145882	0.0670649	9.93667e-06	7.89078e-05	0.019066	5.01984e-05	0.0024522	0.0184	0	0.028941	4.76119e-05	4.21862e-05	0.0201396	4.41227e-05	0.0309968	5.88616e-05	0.0231148	0.0235669	0.00971092	6.7757e-05	0.0189257	0.0225039	0.0505628	5.51416e-05	7.01809e-05	0.0118588	0.0130423	6.80608e-05	4.28944e-05	0.00201768	0.0168343	0.0601205	8.66776e-06	0.021884	0.000398149	9.62498e-06	5.58034e-05	0.0115776	0.0140661	0.0193913	3.07981e-06	1.77229e-05	0.0592647	1.50972e-06	0.018856	7.88609e-06	0.0167361	0.00601903	8.52357e-05	0.0173304	7.35789e-05	0.00314939	7.32858e-05	0.0173107	0.00521248	0.0022791	0.0253414	9.81363e-07	4.9804e-05	9.64322e-05	9.71017e-05	9.16791e-05	9.07816e-05	9.37862e-05	9.43675e-06	8.78067e-05	8.26572e-05	9.37479e-05	7.00638e-05	0.00732263	7.10868e-05	6.08195e-05	6.40397e-05	8.71167e-06	9.81461e-05	9.57708e-05	9.95935e-05	9.64694e-05	9.49953e-05	9.66876e-05	9.04584e-05	9.83822e-05	8.40038e-05	9.62944e-05	9.18078e-05	8.69108e-05	9.66361e-05	8.87368e-05	9.37795e-05	8.88248e-05	9.96647e-05	6.4529e-05	9.99233e-06	8.96425e-05	9.56235e-05	8.55688e-06	9.62456e-05	8.37319e-05	9.37287e-05	8.66664e-05	6.63566e-05	9.034e-05	9.35223e-05	8.3592e-05	8.86143e-05	7.5359e-05	0	9.33656e-05	9.54712e-05	0.034821	0.0296263	6.80808e-05	0.0311389	0.0349036	0.0285952	0.0309066	0.0369432	1.04587e-05	0.0300676	5.04918e-05	9.92883e-05	0	8.54026e-05	6.98548e-05	4.05967e-05	9.45326e-05	5.42098e-05	8.21442e-05	6.85249e-05	8.61159e-05	9.26136e-05	7.54397e-05	9.5438e-05	5.4067e-05	9.63995e-05	8.80657e-05	8.5681e-05	8.80346e-05	8.88462e-05	9.39679e-06	9.54085e-05	8.01369e-05	8.83669e-06	0.00351401	2.73756e-05	8.40793e-05	9.90912e-05	5.00268e-05	7.6103e-05	9.90238e-05	9.6109e-05	7.73154e-05	2.3834e-05	8.07658e-05	9.70271e-05	9.22729e-05	8.44889e-05	4.86991e-05	2.98398e-05	8.68711e-05	9.96081e-05	9.05191e-05
Altshe	0.146176	0	0.103484	0	9.0694e-05	7.47842e-05	8.62082e-05	9.48108e-05	8.75837e-05	7.55452e-05	9.89867e-05	8.6613e-05	8.80115e-05	3.66674e-05	8.60426e-05	7.9532e-05	4.19808e-05	6.68977e-05	7.47956e-05	7.7294e-05	4.25457e-05	7.33118e-05	7.93632e-05	9.40041e-05	7.39222e-05	9.9202e-05	9.97292e-05	6.96264e-05	4.70617e-05	7.30537e-05	6.57008e-05	2.52077e-05	9.6442e-06	2.85075e-05	9.23606e-05	9.77928e-05	8.05779e-05	8.99008e-05	9.9695e-05	7.52954e-05	5.7813e-05	8.23537e-05	3.94743e-05	8.12309e-05	3.86455e-05	9.25409e-05	9.72453e-05	8.63072e-05	9.31133e-05	8.26219e-05	7.95615e-05	5.46803e-05	9.53898e-05	8.1372e-05	9.35161e-05	9.52129e-05	9.1875e-05	9.88193e-05	9.79927e-05	8.2132e-05	7.97641e-05	8.99401e-05	8.80164e-05	8.52316e-05	9.45234e-05	9.96143e-05	9.43599e-05	9.3633e-05	9.5479e-06	8.5153e-05	0.0116636	7.97818e-05	2.12251e-07	5.41276e-05	0.0110933	9.26385e-05	9.33477e-05	9.39487e-05	7.46435e-05	0.0969347	0.0166074	0.0687159	0.00760799	0.0578512	0.0256971	0.0306929	0.0323467	0.0174576	0.0437831	0.0177121	9.11374e-05	0.067698	0.0155273	0.0674578	0.0652213	0.0630448	9.22466e-05	0.0694695	0.0631743	9.04127e-05	9.54686e-05	9.29575e-05	9.18976e-05	9.22862e-05	9.02624e-05	3.98439e-05	0.0719815	0.0145083	2.62334e-05	0.0154302	0.0123481	0.0535506	4.0849e-05	0.0500057	0.0305045	1.38036e-05	0.0182806	7.35137e-05	9.64888e-05	0.0302313	0.0239768	0.0234662	0.02396	0.00907149	0.0136507	4.07732e-05	5.06732e-05	0.0715585	5.4871e-05	2.5507e-05	0.0191482	6.11465e-05	8.23058e-05	0.0131468	0.0538186	0.0160084	0.0663254	0.0205826	0.0217615	0.018517	2.3326e-05	6.32008e-05	7.02832e-05	9.29544e-05	0.0188056	4.64604e-05	3.74032e-05	0.0663311	7.0638e-05	9.45413e-05	0.0203688	9.2415e-05	0.0230154	5.51927e-05	0.0174289	8.08314e-05	9.29388e-05	5.66341e-05	0.0142153	0.0150418	0.0211306	6.79293e-05	9.70421e-05	9.78333e-05	7.96096e-05	9.73432e-05	9.94686e-05	9.8913e-05	5.6051e-06	9.11198e-05	9.41086e-05	8.17794e-06	9.09576e-05	8.77244e-05	6.05042e-05	9.02634e-05	9.82565e-05	9.24368e-05	8.9647e-05	2.11743e-05	8.18645e-05	6.56865e-05	8.90974e-05	9.52703e-06	9.9829e-05	9.09624e-06	9.98436e-05	9.58155e-05	9.96175e-05	9.06015e-05	6.93894e-05	9.58057e-05	9.8255e-05	8.85528e-05	7.90133e-05	8.91816e-06	7.33193e-05	9.15945e-05	7.35312e-05	8.08574e-05	9.42946e-05	8.08631e-05	9.4637e-05	8.93013e-06	9.83414e-05	5.72067e-05	7.86663e-05	8.72444e-06	9.2975e-05	9.21699e-05	8.77004e-05	0	8.76683e-05	6.25777e-05	8.44668e-05	4.07081e-05	0.0311032	4.73154e-05	0.0345278	0.0276915	0.0295067	0.036914	0.0294791	1.16974e-05	5.29422e-05	3.36984e-05	0	8.72616e-05	9.83752e-05	8.2941e-05	8.25131e-05	3.35935e-05	7.95375e-05	4.75408e-06	0.01002	9.99715e-05	6.40462e-05	9.95795e-05	6.90423e-05	9.26902e-05	6.04535e-05	7.51261e-06	9.7708e-05	9.52642e-05	8.59538e-05	9.65726e-05	5.91052e-05	9.97534e-05	8.01696e-05	9.8075e-05	9.22304e-05	8.6509e-05	9.80648e-05	9.71019e-05	9.69517e-05	9.80465e-05	9.47192e-05	9.87769e-06	8.93154e-05	9.08235e-05	9.5367e-05	7.85773e-05	7.49079e-05	9.62697e-05	9.6363e-05	8.18043e-05	8.00732e-05
Arcstr	8.8162e-05	7.63098e-05	9.9191e-06	9.0694e-05	0	1.05271e-06	0	0.055522	0.0457659	9.83964e-05	0.0439795	7.51328e-05	0.00403435	7.37754e-05	6.1675e-05	9.88509e-05	9.36542e-05	2.15567e-05	5.85545e-05	0.0271491	5.72288e-05	0.0278972	5.15675e-05	7.69892e-05	7.35071e-05	7.97217e-05	9.78823e-05	8.92103e-06	9.01605e-05	9.92773e-05	7.87485e-05	8.58903e-05	1.38792e-05	8.02521e-05	0.0168862	1.45995e-05	6.62803e-05	0.0288436	8.38706e-05	6.71962e-05	8.04479e-05	6.17715e-05	6.05164e-05	2.55195e-05	0.0130434	9.65992e-05	2.11024e-05	9.98154e-05	6.29225e-05	2.46145e-05	0.0427935	5.73033e-05	5.56559e-05	0.00859506	0.0509144	0.00653667	8.28158e-07	0.0501738	2.64012e-05	0.0524238	0.0506411	9.24151e-05	9.13537e-05	0.00188324	0.022457	0.0388421	3.7564e-05	0	9.52022e-05	9.92774e-05	8.78597e-05	9.2822e-05	6.49527e-05	9.59455e-05	9.65058e-05	9.20077e-05	8.62265e-05	9.37837e-05	8.67574e-05	0.0117749	7.20236e-05	9.83679e-05	8.70103e-05	9.85066e-05	5.30048e-05	6.73122e-05	9.06886e-05	9.09356e-05	3.32635e-05	9.60026e-05	0.0522802	9.98285e-05	9.43113e-05	9.73533e-05	9.71043e-05	8.51321e-05	8.20927e-05	7.77964e-05	9.19437e-06	7.4878e-05	8.76546e-05	3.0699e-05	0.00674536	5.47426e-05	7.0003e-05	6.99282e-05	9.81082e-05	9.99372e-05	8.90815e-05	5.94297e-05	9.56017e-05	8.89346e-05	9.31006e-05	2.87798e-05	9.72834e-05	9.808e-05	9.13098e-05	9.75755e-05	8.74508e-05	8.47807e-05	9.98267e-05	8.72201e-05	8.99186e-06	9.67179e-05	7.57134e-05	9.85269e-06	9.95693e-05	9.2254e-05	9.32738e-05	7.37861e-06	9.50723e-05	9.79116e-05	9.57455e-05	9.96515e-05	8.35349e-05	4.63383e-05	9.75136e-05	5.97018e-05	9.57207e-06	8.21322e-05	9.69878e-05	7.89274e-05	8.89002e-05	8.91213e-05	9.12166e-05	9.3465e-05	9.61451e-06	9.43764e-05	9.09532e-05	8.8637e-06	9.28802e-05	7.62296e-05	8.91403e-06	9.16589e-05	9.49437e-05	9.60601e-06	9.09534e-05	7.63989e-05	7.215e-05	8.78167e-06	6.70439e-05	5.39694e-05	0.0421702	8.74727e-05	8.13192e-05	1.72649e-06	9.47947e-05	0.0395758	0	0.00854848	0.00942182	0.00900675	2.3591e-05	8.59825e-05	6.49106e-05	1.9108e-05	8.03306e-05	8.62088e-05	6.99842e-05	5.89792e-05	5.94158e-05	0.00712555	4.61831e-05	3.09856e-05	6.91515e-05	9.06603e-05	0.00923324	4.32612e-05	2.18109e-05	8.45306e-05	9.8163e-05	9.49298e-05	6.42747e-05	0.00524298	0.0261248	6.94604e-05	4.14935e-05	8.5769e-05	0.0233932	0.00720627	0.00340378	9.22504e-05	3.84006e-05	0.025398	0.00662957	0.00794733	0.00559912	9.83947e-06	8.0438e-05	9.73886e-05	7.18642e-05	0	1.59623e-05	0.0423243	8.36233e-05	9.75904e-05	7.24376e-05	9.95723e-05	9.61547e-05	9.35458e-06	9.74218e-05	0.012961	8.57424e-05	8.51511e-05	9.70766e-05	0.0276324	0	6.61165e-05	9.77044e-05	9.31427e-05	9.13286e-05	8.15666e-05	0.00217666	8.39056e-05	4.56128e-05	3.96596e-07	7.39216e-05	0.00135342	0.00214331	0.000938842	0	0.00033321	0.00168346	0.00183831	9.42078e-05	4.95636e-05	7.95614e-05	9.48688e-05	9.7519e-05	8.91228e-05	3.50585e-05	8.96628e-05	8.46343e-05	6.13634e-05	8.17405e-05	7.85482e-05	7.27884e-05	7.21202e-05	9.06688e-05	5.21001e-05	9.77391e-05	5.23022e-06	5.6569e-05	9.05928e-05	6.18987e-05	3.77096e-05	7.89475e-05
Asplep	8.43944e-05	9.3448e-06	8.28704e-05	7.47842e-05	1.05271e-06	0	8.65755e-05	3.97002e-05	8.05994e-05	0.0387886	0.00410798	8.5508e-05	5.39538e-05	8.54524e-05	0.00966639	9.7181e-05	9.37592e-07	9.08469e-05	4.93946e-05	8.40171e-05	0.0494847	7.90527e-05	7.14313e-05	0.027926	0.0278347	0.0261947	0.0382521	9.25429e-05	9.76795e-05	9.84436e-05	7.49215e-05	9.02902e-05	2.56443e-05	0.0059229	4.77024e-05	4.36543e-06	6.31261e-06	7.29396e-05	7.88173e-05	0.0359261	9.16774e-05	6.68365e-05	4.64979e-05	7.42755e-05	9.42715e-05	1.24024e-05	6.24695e-05	7.59635e-05	2.9987e-05	0.0374537	0.0354206	0.00242846	9.68869e-05	9.17015e-05	0.00420489	7.09057e-05	0.0105849	0.00429757	2.13029e-05	0.00495484	0.00474436	9.52582e-05	8.40715e-05	8.82213e-05	0.0350425	3.66583e-05	3.62801e-05	0.0330546	7.80695e-05	6.56606e-06	9.29855e-05	9.09639e-05	9.75451e-05	7.9026e-05	8.70285e-07	9.81741e-05	9.09726e-05	9.64814e-06	3.33549e-05	7.59996e-05	0.0228696	8.77786e-05	9.72051e-05	8.02595e-05	0.0230978	4.53976e-05	3.78614e-05	2.86438e-06	9.5939e-05	9.23964e-05	0.00440121	6.34906e-05	8.94482e-05	9.73388e-05	8.74241e-05	8.40065e-05	9.66964e-06	8.13625e-05	9.38726e-05	0.0376998	8.27157e-05	0.0465434	6.8952e-05	0	0.00560146	9.98523e-05	6.50592e-05	0.0246709	9.52894e-05	9.61526e-05	8.06419e-05	8.12508e-05	7.05789e-05	9.44442e-05	9.67813e-06	9.54782e-05	8.2371e-05	7.82773e-05	5.55202e-05	0.0213147	7.69429e-05	9.41481e-05	8.16141e-05	9.13931e-05	8.95504e-05	9.7146e-05	9.6628e-05	9.67227e-05	8.62871e-05	9.09184e-05	9.05479e-05	9.02708e-05	2.09766e-06	9.65387e-05	6.58127e-05	9.89477e-05	9.90219e-05	9.98143e-05	9.46452e-05	9.56094e-05	9.82329e-05	8.03872e-05	8.6238e-05	9.64056e-05	9.41916e-05	8.54521e-05	9.68648e-05	8.19056e-05	9.1567e-05	9.85497e-05	8.58239e-05	6.44051e-05	9.5359e-05	9.88094e-05	9.32378e-05	8.93211e-05	0.0189263	8.65874e-05	7.67047e-05	6.5185e-05	7.81676e-05	9.98149e-05	6.39881e-05	6.18313e-05	0.0377902	3.22049e-05	1.74853e-05	8.11534e-05	8.23261e-05	9.22831e-05	9.82988e-05	9.0214e-05	0.0255247	8.83867e-05	0.0286889	4.69424e-06	6.79863e-05	5.84897e-05	9.59029e-05	8.03342e-05	7.29678e-05	8.47482e-05	8.33118e-05	7.08697e-06	0.0481951	6.09664e-05	8.80535e-05	8.57442e-05	5.9961e-05	7.55012e-05	7.38781e-05	7.94402e-05	8.28754e-06	4.13836e-05	8.80514e-05	4.50892e-07	8.17567e-05	8.40315e-05	2.21528e-06	6.76252e-05	0.0289243	4.64638e-05	7.7657e-05	8.56093e-07	8.94586e-05	9.45448e-05	8.82856e-05	7.30068e-05	2.64639e-05	8.55604e-05	7.85605e-05	0	8.3964e-05	8.30819e-05	9.92903e-05	9.90017e-06	9.57257e-05	7.20233e-06	7.94959e-05	8.03134e-05	8.22611e-06	9.80692e-05	9.98478e-06	4.99293e-05	8.37722e-05	2.96748e-05	0	9.9506e-06	8.87288e-05	9.26428e-05	9.43666e-05	8.09775e-05	8.75301e-05	8.15381e-05	8.64481e-05	9.1228e-05	0.0459147	7.2403e-05	7.21217e-05	8.84036e-05	7.07602e-05	7.21475e-05	8.7783e-05	7.02694e-05	9.8654e-05	9.93848e-05	9.17085e-05	8.75099e-05	4.21268e-05	8.27454e-05	0.00930445	0.00153101	0	0.00307288	0.00918953	0	0.0442064	0.00341901	0.00777541	0.00177954	0.00898594	0	0.00026137	0.00824668	0.0148707	0.0161401	0.00805691
