Altfas	Altcal	Arcstr	Asplep	Astbur	Astfla	Astpal	Auldew	Baicen	Batfas	Batfer	Batgra	Bathor	Batleo	Batmin	Batvit	BenhoM	Benhor	Benmel	Bentri	Boumic	Calmac	Calmel	Calple	Carsch	Chabif	Chabri	Chacya	Chando	Chapop	Cphfr5	Cphfro	Cphgib	Cteben	Ctehor	Ctepol	Cunlon	Cyafoa	Cyafur	Cypcol	Cypdwj	Cypkan	Cypkib	Cyplep	Cypmic	Cyppav	Cypzon	Ectdes	EctspN	Enamel	Erecya	Eremar	Gnaper	Gnapfe	Gralem	Gwcabe	Gwcbel	Gwcchr	Gwcsta	Hapmic	HemstZ	Hemste	Hplkil	HplspC	Hplsta	Hplvan	Intloo	Juldic	Julkom	JulmaN	JulmaS	Julmrk	Julorn	JulreK	Julreg	Jultra	Julunt	Lamcal	Lamkun	Lamlem	Lammel	Lamoce	LamorC	LamorS	Lamorn	Lamsig	Lamspe	Lamtig	Lchaur	Lepatt	Lepcun	Lepelo	Lepkam	Lepken	LepmeK	Lepmim	Leppro	Lesper	Lessta	Limdar	Loblab	Mdcrot	Mdcten	Neobif	Neobou	NeobrM	Neobre	Neobri	Neobue	NeocaK	Neocal	Neocau	Neochi	Neochr	Neocra	Neocyg	Neocyl	Neodev	Neoese	NeofaM	Neofal	NeofuU	Neofur	NeogrM	Neogra	Neohec	Neohel	Neokom	Neolap	NeoleL	Neoleu	Neolon	Neolou	Neomar	Neomee	Neomod	Neomon	Neomul	Neomux	Neonig	Neonve	Neoobs	Neooli	Neopec	Neopet	Neople	Neopro	Neopul	Neosav	Neosex	Neosim	Neospl	Neotet	Neotim	Neotoa	Neotre	Neovar	NeoveB	NeoveS	Neowal	Ophboo	Ophhet	Ophnas	Ophpar	Ophven	Ophwhi	Ortcho	Ortmaz	Ortred	Ortuvi	PcybrN	Pcybri	Pcynig	Pcytem	Perecc	Permic	Peteph	Petfam	Petfas	Petgia	Pethor	Petiko	Petkas	Petkip	Petmac	Petmos	Petort	Petpol	Petrai	Petred	Pettex	Pettre	Phaacu	Pleela	Plemul	Plepar	Plestr	Psccur	Psephi	Regcal	Sarcar	Sermac	Simbab	Simdia	Simmar	Simmrg	Simple	Spaery	Spamar	Tanirs	Tchdha	Telbif	Telbra	Telbri	TeldhN	TeldhS	TeldhT	Tellon	Telluf	Telshe	TelteS	Telvit	Thobra	Trecap	Tremac	Tremar	Trenig	Tresti	Treuni	Trezeb	Trioto	Troann	TrobrK	Trobri	Trodub	Trokir	Troluk	Trolun	Tromoo	Tromor	Trompi	Tronig	Tropol	Trored	Varmoo	Xchhec	Xenbat	Xenbou	Xencau	Xenfla	Xenkil	Xenlon	Xennas	XenniS	Xenoch	Xenorn	XenpaK	Xenpap	Xensim	Xensin	XenspN	Xenspi	Xensun	Altcom	Altshe
Altfas	0	0.033223	0.00282485	0.0147153	0.00101678	0.00100428	0.00527849	0.0163921	0.00164016	1.57854e-05	7.13933e-06	0.000273002	0.00849055	4.06019e-05	0.000642608	0.00815084	0.00988639	0.00193372	0.00271783	0.00141659	0.000554494	0.000897215	6.40181e-06	0.00176988	0.000167801	0.00477428	0.00169421	0.00157334	0.0120816	0.0116308	0.0033293	0.00161915	0.00329974	0.00297033	0.00022608	0.00190844	0.0118321	0.00195334	0.0141857	0.000207117	6.57575e-05	0.000407215	0.00884222	0.00016501	0.00163652	0.00309987	0.000530406	0.0167284	0.0175635	0.000143444	0.000480287	8.33588e-05	0.000246586	0.00246819	0.00187188	0.00076323	0.000627295	0.000340658	0.000414186	0.00522214	0.000489597	0.000383844	0.000268648	0.000345526	0.00253585	4.46563e-05	0.00128758	0.000805019	0.000944409	0.0017632	0.00511588	0.000557756	0.000766525	0.00547419	0.00112756	0.00094531	0.0056203	0.0486528	0.00294211	0.019103	0.0353566	0.0494752	0.00497574	0.00295322	0.00549889	0.00233547	0.0478711	0.00594225	7.39274e-05	0.0262952	0.00597298	0.00178024	0.0271612	0.0252711	0.0194416	0.0284981	0.0194341	0.0125197	0.00251956	0.000156132	0.000245612	0.00115909	0.0217375	0.00149189	0.0216976	0.00547305	9.93667e-06	0.00144507	0.0013273	0.000495809	0.017291	0	0.00243527	0.00337287	0.00853512	0.00280439	0.000111501	0.0144612	0.000540172	0.00993347	0.012235	0.00436461	0.000292337	0.00919385	0.00807232	0.0505628	0.000929842	0.00562315	0.00254466	0.0128984	0.000610383	0.00433031	0.00201768	0.00727495	0.0601205	0.00643269	0.0218505	0.000398149	0.00119584	0.00538085	0.00189742	0.00333719	0.00534385	3.07981e-06	0.0114796	0.0592647	0.00911701	0.00813	0.00278934	0.002905	0.000406646	0.00816442	0.00405226	0.00208345	0.000335613	0.0199252	0.016342	0.000686868	0.0022791	0.0148635	0.000722888	0.0015388	0.000609423	0.0137179	0.0156793	0.0159124	0.00219369	0.00610203	0.00306985	0.00597314	0.000347317	0.00105589	0.000299913	0.00485956	0.00340861	0.00354702	0.0100479	0.00212587	0.000528928	0.000691304	0.00291975	0.00204131	0.00990689	8.98185e-06	0.00310451	0.00916036	0.00466752	0.00873807	0.000363028	0.00425208	7.09246e-05	0.00347318	1.59203e-05	0.00463354	0.00202138	0.00634527	0.00479138	0.00252909	0.00382579	6.4159e-05	0.000542954	0.00176875	0.000350039	0.000546293	0.0038553	0.000365722	0.000813332	3.16202e-05	2.18008e-05	0.00202861	0.000169875	0.00354235	0.00152126	0.011424	0.00177116	0.00332504	0.00680645	0.0198039	0.0264166	0.010697	0.0128939	0.00135366	0.00592664	0.00217783	0.00304585	0.00148335	0.00135528	0.000184653	0.0015559	0.00278338	0.00050993	3.52555e-05	0.00851708	0.000568323	0.00129379	0.0045458	0.000285497	5.88818e-05	0.000299095	0.000842526	0.000257658	0.000345248	0.000455657	0.00246008	0.00189227	0.00412897	0.0117101	0.000665905	0.00069304	0.0132196	0.00195095	0.0157664	0.0089146	0.0122679	0.0118213	0.0145934	0.0158965	0.0132221	0.0138311	0.0167183	0.0144022	0.0147741	0.0128645	0.0222242	0.0408024
Altcal	0.033223	0	0.00314333	0.000795779	0.000290888	0.00699688	0.00865174	0.0133415	0.000689979	8.79734e-05	2.97924e-05	0.00848325	7.41305e-05	8.40865e-05	0.00897093	0.00758602	0.000898225	5.45017e-05	0.000456084	1.95333e-05	1.02839e-06	0.00144826	0.000636396	0.000512386	0.00746255	0.00496976	0.000924735	0.00294663	0.00145236	0.0108177	2.43527e-05	0.000909713	0.000222864	0.000480039	7.5406e-05	0.00207909	0.012197	0.00744282	0.0128342	0.00018034	0.00026883	0.000658831	0.00432474	4.15401e-05	0.00159793	0.0075171	0.000956218	0.0209184	0.0156497	0.0130517	0.000636433	0.000502739	0.000537939	0.000418466	0.000760969	0.000945788	0.000656013	0.000370961	0.00031158	0.00354904	0.00066144	0.0032162	0.000390766	0.000113161	0.000277957	0.000446888	0.000623569	0.000714455	0.00099476	0.000494513	0.000559059	0.00527749	0.00554916	0.000245233	0.000691002	0.00070406	0.00311259	0.044442	0.00174335	0.00671848	0	0.0122235	0.0060848	0.023458	0.00193793	0.0103905	0.0270153	0.00126224	0.000575192	0.0643301	0.00616289	0.00101538	0.061679	0.00116274	0.0664608	0.0653715	0.0603814	0.00102623	0.000335619	0.000497871	8.76486e-05	0.0128222	0.015191	0.00288252	0.0678567	0.00322019	0.000196187	0.00191994	0.00191039	0.00524391	0.0147391	0.0488538	0.00122043	0.00135517	0.00692449	0.000974977	0.000547559	0.00734998	0.00735533	0.00336172	0.0042565	0.0132036	0.00860334	0.00983177	0.00116483	0.0683138	0.00809232	0.00678479	0.0149462	0.00218144	0.00082422	0.00268704	0.00491782	0.00326952	0.0132384	0.00723691	0.000385155	0.00417899	0.0115433	0.00030656	0.00145713	0.00174239	0.00901215	0.000420373	0.0223661	0.0115969	0.0101427	0.0086032	0.0108149	0.000726629	0.00160902	0.0102413	0.00707088	0.00234489	0.00112077	0.0122458	0.0120698	0.00352374	0.00213844	0.0135494	0.000497924	0.000727095	0.00147928	0.0175073	0.00154389	0.0175455	0.00398742	0.00864594	0.00223531	0.00258489	0.00200953	0.00554148	0.00153433	0.00114391	0.00352266	3.75545e-05	0.00298231	0.000419424	0.00016603	0.0104477	0.000782772	0.00385633	0.00384349	0.000493973	0.00218181	0.00243106	0.00256576	0.00442861	0.00176414	0.0104343	8.20447e-06	0.00845314	0.00467151	0.004869	0.00181023	0.000161053	0.00163924	0.000352248	0.00462067	0.00042454	0.000827231	0.000472813	0.000206737	0.000573533	0.00434888	7.23555e-05	0.00375837	5.11539e-05	0.00135386	8.48635e-05	0.000268058	0.00180476	0.00558556	0.0161487	0.000749404	0.0145289	0.0025457	0.0171575	0.0227508	0.000363255	0.0196539	0.00717613	0.000716432	0.00877871	0.00429222	0.00560949	9.08238e-05	0.00554402	0.000920163	0.00374654	0.000326429	8.73958e-05	0.00170711	6.7205e-05	0.00081541	0.00279857	0.000250568	0.000297971	0.000946908	0.00218894	0.0023565	7.90789e-05	1.32686e-05	0.000965546	0.00112922	9.36385e-05	0.00179518	0.0150958	0.000377009	0.0134111	0.0143206	8.76798e-05	0.0202461	0.0147459	0.0132072	0.00044754	0.00144945	0.00253667	0.0154934	0.00190826	0.015021	0.0127612	0.0148143	0	0.146176
Arcstr	0.00282485	0.00314333	0	0.0190433	0	0.00484356	0.00907359	0.00849371	0.0184433	7.51328e-05	0.000213152	0.000510113	6.1675e-05	0.000438528	0.000289926	0.000153278	0.000627013	0.00396893	0.00340115	0.00219868	0.00208503	0.0209994	0.00467176	0.00346772	0.000612176	0.000195266	0.00725422	0.000627283	0.000562287	0.00137632	0.00870441	8.02521e-05	0.00280116	0.0145413	0.00233554	0.0288436	0.0212031	0.00111894	0.0223081	0.00613198	0.00270195	0.000215828	0.0037244	0.00256673	0.00581306	9.98154e-05	0.00270433	2.46145e-05	0.000551865	0.0173704	0.00190276	0.0080909	0.00293852	0.00565857	0.0124255	0.0208355	0.0214383	0.0367179	0.00940515	8.57044e-05	0.000179296	0.000243681	0.022457	0.00895528	0.010121	0	0.00125774	0.00355967	0.00366739	0.00190842	0.011367	0.00173525	0.00241694	0.00466941	0.0126189	0.000670156	0.0107121	0.00598615	0.00335468	0.00527607	0.00442904	2.1357e-06	0.00213114	0.00235012	6.73122e-05	0.00243739	0.00229391	0.00137986	0.000629438	0.00315833	0.00189009	0.000184014	0.00439678	0.0101871	0.00224368	0.00518099	0.00324013	0.000226375	0.000287888	0.000116899	0.00477623	0.00301597	0.0324212	0.000446971	0.000982598	0.00266378	0.000181357	0.00189421	0.00115526	0.00165139	0.00231571	0.00183731	0.00394234	0.00532244	0.000341663	0.0128751	0.000108155	0.00181215	0.00964535	0.000675556	0.000342241	0.00117932	2.91944e-06	0.00149302	0.000246757	0.000313649	0.00305795	0.00331771	0.00235423	0.00118085	0.000164129	0.00125602	0.00476166	0.000180092	0.00501947	0.00453927	0.00158185	0.000486781	0.000588415	0.000949404	0.000888603	0.00142515	0.000402676	0.000161772	0.00247997	0.00559956	0.00541538	0.00789608	0.00232966	0.0100834	0.0100286	0.000473134	0.00183149	0.0102496	0.00655292	0.00319867	0.000288157	0.000169934	0.000130966	0.00208614	0.0182657	0.0157338	0.018162	0.0136617	0.00725143	0.0168791	0	0.00304864	0.00133949	0.000234083	0.00561272	0.00530226	0.00056681	0.00879468	0.000108091	0.0106202	0.00161453	0.0020801	0.00494484	0.00118738	0.00515775	0.00573859	0.0017314	0.00585016	0.0014078	0.00202021	0.00660374	0.00590684	0.00613913	0.000136622	0.00635829	0.00191587	0.0223395	0.0219763	0.0243676	8.5769e-05	0.00289616	0.00655594	0.00340378	0.0392759	0.000265869	0.025398	0.000300441	0.000707626	0.00452592	0.000774793	0.00470436	0.00315349	0.00167085	0.000239999	0.006767	0.00395187	0.00482857	0.00514243	0.00792639	0.00466406	0.0152062	0.00240137	0.00633052	0.00746632	0.0106713	0.000363661	0.0276324	0.000121108	0.000200006	0.000402757	0.000339278	0.000867682	0.000132865	0.000400424	0.00639855	0.00127533	0.00106892	0.000203398	0.00141841	0.000938842	0	0.00033321	0.00155411	0.00152613	0.00124317	0.000362066	7.95614e-05	0.00154633	0.00110059	0.020729	0.00555349	0.0198477	0.00459636	0.0138963	0.0141761	0.000400876	0.000123966	0.0209617	0.0224424	0.000297076	0.000127449	2.7994e-05	0.0195174	0.00773333	0.000670657	0.000147554	0.000517117	0.00143949	0.00746542
Asplep	0.0147153	0.000795779	0.0130746	0	0.021947	0.0249835	0.019643	0.000253294	0.00106552	0.0015589	0.00510451	0.000227299	0.000100499	0.00628478	0.000725166	0.000968187	0.0114364	0.0031112	0.00774374	0.00302027	0.00316991	0.00035909	0.00339156	0.00450667	0.000425216	0.0102547	0.000369016	0.0122801	0.010001	0.000226763	2.56443e-05	0.000903808	4.77024e-05	0.00115773	0.0259481	0.00366879	0.0119386	0.000619036	0.0124818	0.028384	0.0251512	0.0242847	0.00546574	0.000290806	0.0206669	0.000162376	0.000174131	0.000819278	0.0173262	0.000146823	0.000565014	9.17015e-05	0.000909401	0.0158506	0.0105849	0.00094116	0.00205529	0.00126408	0.00135213	0.000135525	0.00104958	0.00150636	0.0205919	0.0198014	0.00279944	0.0187243	0.0284204	0.0143306	0.00969968	0.021103	0.0120575	0.0162112	0.0118023	0.0143138	0.00931196	0.000194573	0.012502	0.0106776	0.012752	0.0103066	0.00854351	0.000404805	0.0230978	0.00846572	0.00146817	0.0104898	0.0188796	0.0150246	0.00198801	0.0124015	2.79007e-05	0.00145	0.0110865	0.000799459	0.0137141	0.0128116	0.0129056	0.00881357	0.00689601	0.0410384	0.0257648	0	0.00560146	0.000537738	0.00167532	0.0200601	0.00135502	0.0123862	0.0146003	0.0109081	0.016393	0.0104445	0.0111193	0.000116318	6.80894e-05	0.0107064	0.000160642	0.000863579	0.0124647	0.0011023	0.00076516	0.0118943	8.81156e-05	0.000557667	0.000728054	0.000740267	0.0096569	0.0221824	0.0142848	0.000202691	2.09766e-06	0.0154657	0.0119955	9.89477e-05	0.0123505	0.00885442	0.0113132	0.0106318	0.0134499	0.0136788	0.0196835	0.0114389	0.000383855	7.0013e-05	0.00936999	0.0149634	0.00972367	0.00974183	0.0126187	0.0140827	0.0123597	0.000473762	0.0110378	0.0107582	0.00862705	0.0115156	0.000131722	0.000604944	0.000113103	0.015054	0.0373637	0.00715608	0.0075566	0.00710888	0.0072603	0.000480446	0.0218088	0.0136009	5.80866e-05	0.0101896	0.0164724	0.0226532	0.0127737	0.0110904	0.000492582	0.00364305	9.59029e-05	0.00705271	0.0150241	0.0276895	0.0249393	0.000445465	0.000326803	0.0474999	3.3697e-05	0.000435162	0.0286729	0.0188027	0.00151783	0.000139369	0.0259216	0.0422231	0.0199602	0.0286144	0.0405803	0.0191857	0.00158573	0.0106778	0.0154929	0.000180571	0.0205587	8.56093e-07	0.0382155	0.00114697	0.000222879	0.0231514	0.0212405	0.000162271	0.000171186	0.0136699	0.0025935	0.0139165	0.0104007	0.0188654	0.0147015	0.0125757	0.017141	0.0120117	0.0127829	0.0115887	0.010623	0.000443303	0.0211191	0.00822852	0.00144803	0.00869079	0.00881559	0.0095627	0.00169634	0.000169348	0.000162103	0.0261318	0.0269326	0.0250015	0.0250646	0.0404926	0.0256487	0.0255258	0.0256123	0.0269591	0.0278238	0.0269576	0.0275841	0.0256422	0.00945842	0.0280963	0.000445122	0.00113879	0	0.00287614	0.00918953	0	0.0259461	0.00195403	0.000218861	0.00177954	0.00898594	0	0.00026137	0.0053607	0.0115358	0.00586971	0.00805691	0.0133403	0.0111091
Astbur	0.00101678	0.000383616	0	0.021947	0	0.103017	0.002521	0.000130245	0.000805279	8.44144e-06	0.000689198	0.000537415	0.000839489	0.000125001	0.00079311	0.00091244	0.00307125	0.00438372	0.0033334	0.0140869	0.00356085	0.0229812	0.0223949	0.00552009	0.000262972	0.000420372	0.00690155	0.00251529	0.000540079	0.00142431	9.82045e-05	0.000697975	0.00106157	0.000764737	0.00274462	0.00487413	0.00675732	0.000653757	9.20978e-05	0.000687663	0.00499992	0.00155859	0.00431979	0.000692798	0.00371123	0.000402822	0.00460849	0.0240613	0.000733049	0.0110216	0.00137273	6.93192e-05	0.0257206	0.00745438	5.19447e-05	0.00827626	0.0217348	0.0179801	0.00122071	0.000171027	0.000131041	0.000244168	0	0.00299681	0.0118156	0.0136924	0.00422169	0.00145553	0.000409011	0.00188583	0.00282215	0.00125536	0.00142833	0.000119642	0.00081035	0.000357147	0.00135841	0.00159746	0.00160755	0.00133061	0.0046018	0.000435098	0.00822349	0.000652749	9.79012e-05	0.00788833	4.79894e-05	0.00166829	0.0189361	0.00132992	0.000115586	0.000160068	0.00538368	4.32096e-05	0.00042084	0.00104866	0.000736333	0.00974616	0.000990019	0.0641641	0.00875117	0.000401557	0.000742471	0.00118112	0.000653968	0.00408015	0.00126759	0.00118707	0.00717833	0.00246146	0.00183162	0.00188419	0.0035131	0.000620114	0.000154639	0.000199257	0.000369321	0.000788572	0.0026034	0.000981541	2.23438e-05	0.0063226	0.000473132	0.000471103	0.000609611	0.000649915	0.0076961	0.00160232	0.000149532	0.0001212	0.000551408	0.00240168	0.00776881	0.000590828	0.00185209	0.00206299	0.00314797	0.000190564	0.00836285	0.00125323	0.00721575	0.00053316	0.00256608	0.00724656	0.000256103	0.0006281	0.0020135	0.00107241	0.00124724	0.000413554	0.00164633	0.00317723	0.00743884	0.00638383	0.00106998	0.00611344	0.000310691	0.000867693	0.000790727	0.00267086	0.0127923	0.0096493	0.00546807	0.00725747	0.00653776	0.00829724	0.00641656	0.000229116	0.00312219	0.000263222	0.0060736	0.000626507	0.000572051	0.00327364	0.0119918	0.0109493	0.00882019	0.00194169	0.00220959	0.00544417	0.000724723	0.004235	0.00964831	0.00553431	0.00702129	0.00656505	0.00525037	0.00884575	0.0119432	0.0637642	0.0688071	0.00694205	0.00267307	0.00483062	0.0118649	0.000123738	0.000182061	0.0101503	0.00200341	0.00777713	4.65944e-05	0.000258846	0.0296396	0.0431044	0.0298132	0.00516656	0.00391374	0.000782923	0.00203185	0.000235378	0.0114466	0.00724217	0.00769823	0.00356441	0.00906209	0.0023845	0.00266747	0.000900255	0.000858605	0.00174553	5.88498e-05	0.00172238	0.00312363	7.64536e-05	6.29989e-05	0.000163173	0.00083292	9.42402e-05	3.28789e-05	3.36967e-05	0.00182375	0.00524684	0.00452833	0.00885397	0.0627269	0.0100041	0.00395862	0.00447087	0.0620182	0.0342356	0.03484	0.00948831	0.0106179	0.0657526	0.00274304	0.000892775	0.0283079	0.00247831	0.00463797	0.00228446	0.00230385	0.00680691	0.00563031	0.00336215	0.0119738	0.000202322	0.0110458	0.0251159	0.000123731	0.00108007	0.0128621	0.0248002	0.000165688	0.00181202	0.00308944
Astfla	0.00100428	0.000191832	0.00484356	0.0185482	0.103017	0	0	0.00125182	0.000949917	0.00195504	0.000954807	0.000687253	0.000147966	6.2991e-05	0.000104249	0.000865663	0.0043118	0.00344378	0.00332932	0.00068991	0.000798926	0.020124	0.00683083	0.00176176	0.00646984	0.00022212	0.0140478	0.00104724	0.0086191	0.00100295	4.22106e-06	0.000509854	0.00788925	0.00646052	0.0632058	0.00399244	0.0075696	0.000257015	0.000531888	0.00177011	0.00768833	0.00973913	0.000289431	0.00375765	0.00146948	0.012742	0.000129671	0.000269522	0.038621	0.000471408	4.43486e-05	0.0108396	0.028834	0.00499978	0.0217272	0.0287561	0.0432896	0.00136251	0.0405728	5.46144e-05	2.61964e-06	0.000555545	0	0.0112258	0.0157517	0.0302451	0.0406177	0.00644596	0.000817372	0.00696215	0.00700586	0.000164403	0.000130172	0.00109237	0.00064013	7.74553e-05	5.21721e-05	0.00055932	0.00499949	0.000280421	0.00534627	0.000121243	0.000783402	1.12199e-05	0.000116417	0.000629565	0.00112024	0.000668878	0.00161277	0.000511598	7.67539e-05	0.000934047	0.000439029	0.0130552	0.000437691	0.00436344	0.000356038	0.000917799	0.000626024	0.0753723	0.00725993	0.0122145	0.0349317	0.000441965	0.000756305	0.00204667	0.00447503	6.06782e-05	0.00041534	0.00392285	0.000355962	0.00103405	0.00616744	0.0052183	0.0004053	0.0142722	6.84158e-06	0.000733767	0.000324952	0.00025991	0.000203583	0.000386984	0.00032233	4.14596e-05	4.05668e-05	0.000588941	0.000526998	0.00497859	0.00969543	0.000108616	0.00186175	0.000445431	0.000377965	0.000363361	0.000883642	0.00634492	0.0151339	1.17118e-05	6.02744e-06	0.000904748	0.000114162	5.9929e-05	0.000169733	0.00179135	0.00667937	0.0130755	0.000234068	0.00690637	0.000270267	0.000140005	0.00205352	0.00834539	0.00941977	0.00187016	0.0075019	0.000449775	6.13593e-05	4.43026e-05	0.000183602	0.00159919	0.014224	0.000574783	0.000560098	0.0125756	0.00570579	0.0214742	0.00108962	0.00695559	0.00243738	0.000167087	0.00452507	0.00397416	0.00232588	5.03174e-05	0.0065428	0.0139606	0.0019556	0.00341568	0.0109508	0.0470113	0.0733184	0.00544188	0.00302292	0.00982012	0.00722415	0.0757588	0.00476845	0.0113003	0.00188425	0.0748315	0.0796132	0.000520032	0.0182742	5.43576e-05	0.0022559	2.0371e-06	0.0134219	0.00264761	0.00357044	0.000411539	0.00039471	0.00189896	0.036523	0.0844898	0.0604891	6.10133e-05	0.000152084	5.91343e-05	0.000471511	0.000230536	0.00154214	0.00416159	0.0170579	0.00624328	0.00822818	0.00213574	0.00865937	0.00573947	0.00498678	0.0148406	0.00075005	0.000200698	0.00053133	0.000111219	0.000782072	0.000825119	0.00055988	0.00052169	4.88148e-05	0.00143233	0.0466169	0.0390429	0.0700011	0.000912323	0.00686692	0.00653852	0.0692051	0.00676464	0.00654403	0.00628853	0.0396834	0.0666407	0.0671579	0.0731101	0.000379068	0.00187792	0.0241676	0.00178835	9.06701e-05	0.00928338	0.0205686	0.010585	0.000718898	0.021427	0.000750543	0.0106723	0.000326518	0.035964	0.000104411	0.00978267	0.00220094	0.0359602	0.000167262	0.00521234	0.00147129
Astpal	0.00527849	0.000243226	0.00907359	0.019643	0.002521	0	0	0.00138219	0.0239359	0.000164156	0.0041281	0.000138883	0.00197723	0.000429273	0.000579152	0.00192339	0.00342792	0.00402178	0.00193953	0.0158629	0.000982073	0.021686	0.0183436	0.0156775	0.0387529	0.0079355	0.000164221	1.89271e-05	0.00779185	6.94393e-05	0.00217888	0.000710005	0.010222	0.013679	0.00409589	0.00205618	0.00124719	0.000689531	0.037402	0.00165486	0.00484347	0.00922554	0.00832189	0.00297978	0.00699906	0.0124059	0.00865754	0.000129727	0.00155261	0.00167165	0.00548495	0.0022788	0.0545328	0.0499944	0.0205316	0.0263208	0.0422522	0.0439646	0.0139314	4.83385e-05	0.00117307	0.000146463	0.00438951	0	0.0268532	0.0212289	0.000218573	3.38303e-05	3.82285e-05	0.00719658	0.000329936	0.000344228	0.0138641	0.00665857	0.00692468	0.000280151	0.0136132	0.00117665	0.000843985	0.00692589	0.00106959	0.000519729	0.00178529	0.0106347	0.000346048	0.000767383	0.000519449	6.28945e-05	0.000971552	0.000261121	0.000500388	0.00618977	0.000312916	7.81908e-05	0.0134104	0.000563025	0.0128759	0.0334938	0.000799965	0.000909123	0.0779171	0.000401371	0.023097	0.000549187	0.00483951	0.00127017	0.00156058	0.0012523	0.0146223	0.0012623	0.00704088	0.00781427	0.00824365	0.00331303	0.000189575	0.00924425	8.45088e-06	0.000934201	0.0128695	0.000706422	0.000680182	0.005974	6.32376e-05	0.000795602	0.000201946	0.000209987	0.000264799	0.00110011	0.00614708	0.000871219	0.00506203	0.000893398	0.0122184	4.58e-05	0.00133481	0.00107294	0.00412167	0.006654	0.000456822	0.000303912	0.000296783	0.00100313	0.000398432	0.00022417	0.000837501	0.00579679	0.00642204	0.00611101	0.00990312	0.000174803	0.000270914	0.00103094	0.00584695	0.00618197	0.0010954	0.00742319	1.34641e-05	0.000125624	0.000112178	0.00653579	0.0208444	0.0245107	1.74309e-06	0.00670207	0.0012449	0.000110237	0.0105923	1.38128e-05	0.00146716	7.59521e-05	0.000244397	0.00279309	0.000187709	0.00207041	0.0016068	0.0227358	0.00884767	0.00326013	0.0100542	0.000191573	0.000420017	0.00770929	0.0112979	0.0104942	0.00165942	0.0467627	0.0458644	0.00899096	0.00996522	8.57683e-05	0.000202857	0.0437753	0.0024994	0.0138833	0.00509322	9.91599e-05	0.00502133	0.00108734	0.00826768	0.0384084	0.000277605	0.00276108	0.0116173	0.00100303	0.00224939	0.00594107	0.00214934	0.00275037	0.00261386	0.00272006	0.00587677	0.00135502	0.0156692	0.00507555	0.00676293	0.000623807	0.0122108	0.00185506	0.000538223	0.000324852	0.00802374	0.0010592	0.0146587	0.000660078	4.85762e-05	0.000432352	0.000468027	9.83684e-05	2.5174e-05	0.000343181	0.000752287	0.00222796	0.00712568	0.00208803	0.00222406	0.00208317	0.00656174	0.039485	0.00669737	0.0400029	0.0408243	0.0377553	0.00568856	0.00720169	0.000125263	0.00923617	0.0390322	0.0407084	0.0098676	0.00574026	0.000709528	0.00055754	0.0133763	0.00100665	0.000746197	0.038624	0.00152052	0.0247408	0.010554	0.0228648	0.0137386	0.000564784	0.0352092	0.0129429	0.000470645
