sample_id	n_sites	n_sites_missing_before	n_sites_missing_after	n_sites_nonmissing_before	n_sites_nonmissing_after	call_probability
KHA5	60044929	2363520	16370634	57681409	43674295	0.7571641497176326
KHA7	60044929	3661168	22220897	56383761	37824032	0.6708320149129463
KHA9	60044929	6429340	31328021	53615589	28716908	0.5356074331291968
KHC4	60044929	4585175	23487895	55459754	36557034	0.6591632916366704
KHC5	60044929	5070997	25219093	54973932	34825836	0.6334972728528859
KHE6	60044929	3427037	21543881	56617892	38501048	0.6800155682235574
KYA1	60044929	5013443	27341871	55031486	32703058	0.5942608564122728
KYA5	60044929	4179813	24549075	55865116	35495854	0.6353849511383812
KYB7	60044929	3349318	20331370	56695611	39713559	0.7004697241908197
KYB8	60044929	3289828	20021947	56755101	40022982	0.7051873980455078
KYB9	60044929	3069610	18653351	56975319	41391578	0.7264826020544088
KYE2	60044929	4936112	24986747	55108817	35058182	0.636162848496639
KYE7	60044929	4864058	24737925	55180871	35307004	0.6398413682161704
KYG1	60044929	6495982	30051849	53548947	29993080	0.5601058784591973
LBA1	60044929	2255841	15673860	57789088	44371069	0.7678105077553742
LBE2	60044929	2452742	14192868	57592187	45852061	0.7961507174575607
LBE9	60044929	4524775	24203316	55520154	35841613	0.6455604031645877
LBF3	60044929	1974335	13596012	58070594	46448917	0.7998698446239417
LBF7	60044929	3868786	22905120	56176143	37139809	0.6611313453826831
LBF8	60044929	4620274	25656133	55424655	34388796	0.6204602626755187
LCA1	60044929	3424384	19887573	56620545	40157356	0.7092364794439898
LCA2	60044929	2563806	15311200	57481123	44733729	0.7782333862892693
LCB4	60044929	4641019	26039623	55403910	34005306	0.6137708692400952
LCB5	60044929	5442501	28783735	54602428	31261194	0.5725238811724637
LCC2	60044929	5948951	29952164	54095978	30092765	0.5562847019791379
LCC6	60044929	4210845	24495973	55834084	35548956	0.6366891592597812
LCD1	60044929	5315180	28563260	54729749	31481669	0.5752204162310337
LCD5	60044929	5356715	28587640	54688214	31457289	0.5752114888959439
LCD6	60044929	6096840	29117715	53948089	30927214	0.5732772851323797
LCD7	60044929	6983644	31649867	53061285	28395062	0.5351370966609648
LCF1	60044929	3294017	21118571	56750912	38926358	0.6859159902135141
LCF3	60044929	4567938	26229915	55476991	33815014	0.6095322293164747
LCF6	60044929	2858154	19135287	57186775	40909642	0.7153689292673
LCF8	60044929	3621052	22752441	56423877	37292488	0.6609345189094327
LDA4	60044929	3725515	23034374	56319414	37010555	0.6571544760746267
LDA7	60044929	3083930	19850906	56960999	40194023	0.7056411177058183
LDA9	60044929	2917616	18517664	57127313	41527265	0.7269248774224687
LDC6	60044929	2301776	16406668	57743153	43638261	0.755730484616938
LDD1	60044929	3177969	19526126	56866960	40518803	0.7125192378843532
LDD6	60044929	3027127	18604523	57017802	41440406	0.7267976762766127
LDD9	60044929	2910235	18777652	57134694	41267277	0.7222805288849539
LDE1	60044929	2786068	18070710	57258861	41974219	0.7330606698585919
LDE3	60044929	5016633	27565981	55028296	32478948	0.5902226738040371
LDE4	60044929	3169512	20368086	56875417	39676843	0.6976097071956413
LDF4	60044929	2899482	18450251	57145447	41594678	0.7278738759362579
LDF5	60044929	2638903	16818952	57406026	43225977	0.7529867509031195
LDG2	60044929	3642876	20767647	56402053	39277282	0.6963803604808498
LDG3	60044929	2648808	15978939	57396121	44065990	0.7677520576695418
LDI5	60044929	3459374	21910398	56585555	38134531	0.6739269589208765
LDI7	60044929	4975569	27511526	55069360	32533403	0.5907714017377358
LEA3	60044929	4618928	24427570	55426001	35617359	0.6426110193300794
LEA4	60044929	5044837	26287487	55000092	33757442	0.6137706460563739
LEC7	60044929	4408572	25338095	55636357	34706834	0.6238157182002408
LEE1	60044929	3597861	21979031	56447068	38065898	0.6743644860349522
LEF2	60044929	1277959	8543224	58766970	51501705	0.8763716250812319
LEF8	60044929	1153535	7734327	58891394	52310602	0.8882554554575496
LEF9	60044929	1185733	8036777	58859196	52008152	0.883602827330499
LEH2	60044929	1870598	10309576	58174331	49735353	0.8549363979793768
LEI6	60044929	4018249	25297794	56026680	34747135	0.6201890777750886
LEI9	60044929	4410844	26355331	55634085	33689598	0.6055567913087813
LFA6	60044929	3294367	20865580	56750562	39179349	0.6903781675325084
LFA8	60044929	2975505	19038722	57069424	41006207	0.7185319935943282
LFB7	60044929	5645314	28536209	54399615	31508720	0.5792085109425866
LFB9	60044929	2299048	14531126	57745881	45513803	0.7881740171216715
LFC9	60044929	8964322	33249014	51080607	26795915	0.5245809823677311
LFD2	60044929	2237513	14630467	57807416	45414462	0.7856165375044614
LFD4	60044929	2307978	15394703	57736951	44650226	0.7733388276772704
LFE4	60044929	7984798	30895977	52060131	29148952	0.5599093094867549
LFF7	60044929	6242776	30132454	53802153	29912475	0.5559717099053638
LFF8	60044929	2414363	14817726	57630566	45227203	0.7847780464276544
LFG8	60044929	3727986	22521814	56316943	37523115	0.6662846561113944
LFH1	60044929	1950613	13174969	58094316	46869960	0.8067908054894734
LFI4	60044929	3370099	18568275	56674830	41476654	0.7318355255763449
LFI6	60044929	3639116	19345310	56405813	40699619	0.7215500820810792
LGA5	60044929	3071292	20020202	56973637	40024727	0.7025131114589016
LGA6	60044929	2432961	16521002	57611968	43523927	0.7554667634335976
LGB5	60044929	2956286	19422424	57088643	40622505	0.711568936749819
LGB8	60044929	2825048	18829061	57219881	41215868	0.7203067758914073
LGE2	60044929	2855838	18219239	57189091	41825690	0.731357838857764
LGE3	60044929	5698666	29055935	54346263	30988994	0.5702138894076305
LGG6	60044929	2234580	14915714	57810349	45129215	0.7806424936130381
LGG7	60044929	2630510	17071468	57414419	42973461	0.748478548568087
LGH1	60044929	2754105	14859654	57290824	45185275	0.7887000368505783
LGH3	60044929	3548820	19343278	56496109	40701651	0.7204328177715743
LGH8	60044929	2711147	17186112	57333782	42858817	0.7475316559441343
LGI1	60044929	2528899	16053665	57516030	43991264	0.76485223336868
LHA2	60044929	3224296	19596327	56820633	40448602	0.7118646847880065
LHA5	60044929	2762439	16670906	57282490	43374023	0.7571951393872718
LHB1	60044929	2424201	16749530	57620728	43295399	0.7513858380963184
LHB3	60044929	1496251	10181729	58548678	49863200	0.8516537299100075
LHC1	60044929	1108397	6978345	58936532	53066584	0.9004022157258931
LHD2	60044929	2880029	19333401	57164900	40711528	0.7121770177154163
LHD9	60044929	2745291	18185894	57299638	41859035	0.7305287862377071
LHE3	60044929	3095657	20131338	56949272	39913591	0.7008621813462339
LHF2	60044929	1298106	9038530	58746823	51006399	0.8682409770482397
LHF6	60044929	3176152	20090878	56868777	39954051	0.7025656802853347
LHF7	60044929	3251323	20430804	56793606	39614125	0.6975102971978923
LHG4	60044929	2074509	11495353	57970420	48549576	0.837488774447382
LHG6	60044929	1807114	9027779	58237815	51017150	0.8760141499127329
LHI4	60044929	2493357	17232154	57551572	42812775	0.7439027903529725
LHI6	60044929	2279172	16115360	57765757	43929569	0.7604776823057993
LJA7	60044929	6515989	30986505	53528940	29058424	0.5428544633986774
LJA8	60044929	1294038	7722002	58750891	52322927	0.890589506123405
LJB1	60044929	5866640	29653959	54178289	30390970	0.5609437020057979
LJC2	60044929	1671004	11149588	58373925	48895341	0.8376229797807839
LJC3	60044929	1438129	9984140	58606800	50060789	0.8541805558399367
LJC5	60044929	7221988	22490517	52822941	37554412	0.7109489038105622
LJC8	60044929	9549841	29414615	50495088	30630314	0.6065998736352336
LJC9	60044929	4220268	24064469	55824661	35980460	0.6445262605356439
LJD1	60044929	8291074	30923126	51753855	29121803	0.5626982376481906
LJD2	60044929	8625143	34879059	51419786	25165870	0.4894199676365825
LJD3	60044929	9235161	25025680	50809768	35019249	0.6892227691336831
LJE8	60044929	1596102	5750202	58448827	54294727	0.9289275728322144
