LJD3	Neospl
ITA4	Gnaper
ITA6	Gwcsta
ITB1	Lchaur
ITB3	Gwcabe
ITB4	Gwcabe
ITC2	Gwcsta
IUI1	Regcal
IUI4	Regcal
IUI5	Gnaper
IXB5	Gwcbel
IXB6	Gwcbel
IZE4	Gwcchr
IZF1	Gwcchr
JAB7	Baicen
JAE9	Baicen
JAF5	Lchaur
JEG5	Trioto
JEG6	Trioto
LJA7	Tchdha
LJA8	Tchdha
HXC6	Ortcho
HXC7	Ortcho
KDC6	Ortmaz
KYE2	Ortred
KYE7	Ortuvi
INE8	Plestr
INE9	Plestr
IQB6	Hapmic
IQB8	Hapmic
IQC4	Permic
IQI4	Permic
IUI7	Xenhec
IXA4	Perecc
IZA8	Plemul
IZA9	Plemul
IZB2	Perecc
JAH7	Xenhec
JDI4	Plepar
LEC7	Plepar
LHI4	Pleela
LHI6	Pleela
Bel33	Trevar
GPA1	Trenig
ISA1	Tremar
ISA3	Tremar
IUD8	Tremac
IUD9	Tremac
IUE5	Trenig
IUE7	Tresti
IXA3	Treuni
IXA6	Treuni
IZE1	Tresti
LFC9	Trezeb
LFE4	Trezeb
LJC8	Trecap
