A108	779535670
A142	779230393
A188	823623554
A206	783316719
AUA1	784878676
AUA9	785631906
AUB6	781176156
AUC3	780083690
AUC4	783642683
AUD8	779868592
AUE1	780408099
AUE6	786407756
AUE7	780072099
AUG8	784676818
AVA8	783741671
AVA9	782998275
AVB2	784260201
AVB6	781343369
AVD4	785676222
AVG5	782870513
AVH2	784215435
AWB7	785554239
AWB9	784268098
AWC5	784155799
AWE2	786720137
AWI4	784552050
AWI5	784570368
AWI6	784623315
AXA7	782974885
AXB5	785126582
AXB8	784704704
AXD5	783203069
AXF8	782401124
AXH6	784605661
AXH8	784494751
AYC7	780728976
AYE5	783880791
Bel01	780723349
Bel03	799618427
Bel06	796368229
Bel07	787959193
Bel09	788421777
Bel12	790884432
Bel13	793780286
Bel14	789975394
Bel16	792604710
Bel18	788185510
Bel33	802559472
BNC5	782431786
BND3	785458304
BND5	783872601
DMD1	781708061
GPA1	802224880
GPB2	794454474
GPC4	779023709
GPC6	794050116
GPC9	781109189
GPD1	793218734
GPF8	789774639
GPF9	785520260
GPH1	778038437
GPH2	780434642
GPH7	785073895
HFG1287	778549189
HXC4	796657287
HXC5	782552609
HXC6	778937711
HXC7	796599213
HXC8	783187837
ILA7	780322827
ILB4	782533677
ILB6	792185954
ILB7	790551991
ILC1	791124072
ILD3	785499524
ILD9	787826676
ILE5	804248621
ILE6	783502526
ILF7	795691835
ILF8	781866502
ILG3	781759297
ILG7	783671855
ILH1	794569974
IMA1	786558017
IMA2	792127078
IMB3	798217991
IMB4	782632054
IMD1	778451773
IMD2	785828569
IMF7	790311188
IMF8	780038079
IMG9	782963520
IMH3	780325141
INA6	790256349
INC7	783365241
IND7	784005275
IND8	786058943
INE8	778046433
INE9	781159281
INF1	782223779
INF2	779810528
INH1	781147886
INH7	779778367
INH9	779975819
IOD4	792461946
IOD6	801582737
IOD9	781565552
IOE1	785959943
IOE2	785670128
IOE3	781459166
IOH4	783112341
IOH5	778151732
IPB6	781978582
IPC1	786762022
IPD6	793139583
IPE3	788383558
IPE7	789609657
IPF3	789974321
IPF7	790648233
IPG3	779995970
IPH2	780668014
IQA3	778481013
IQA4	786009868
IQB6	783989838
IQB8	778396952
IQB9	784706763
IQC1	798051265
IQC4	781086964
IQD3	786413782
IQE4	790139481
IQI4	790109842
IRA1	798046702
IRA2	785035161
IRB2	790357081
IRB8	784962899
IRC4	779742271
IRC5	786582782
IRD7	782103012
IRD8	791339108
IRD9	788278268
IRE3	793072849
IRF6	790373818
IRF8	796856959
IRH2	802412524
IRH4	799968807
IRI8	782466024
IRI9	789867924
ISA1	803134395
ISA3	785666053
ISA6	789475323
ISA8	781613023
ISB1	784112274
ISB3	784807257
ISB7	792261689
ISC1	781969242
ISC9	781435029
ISD8	786692755
ISE5	792203850
ISI2	783170523
ISI6	785442304
ITA4	781207713
ITA6	777658218
ITB1	783032457
ITB3	782993501
ITB4	787593983
ITC2	788817777
ITD7	788828351
ITG2	782775514
ITH3	781173186
IUD8	785889154
IUD9	786687624
IUE5	786274063
IUE7	790704160
IUF7	783875781
IUF8	783658363
IUI1	794804493
IUI4	787249299
IUI5	782833157
IUI7	788787550
IUI8	791068503
IVB4	782673050
IVB5	789196377
IVE8	781740846
IVF1	781498497
IVF4	780727085
IVF5	795176676
IVH1	784121586
IVH2	786917953
IWB5	787595685
IWB6	780468618
IWC9	778111678
IWD4	783075988
IWD5	784601734
IWD6	781378416
IWD7	796162547
IWD8	786929502
IXA3	787042207
IXA4	781664493
IXA5	790330486
IXA6	786107644
IXB5	779187034
IXB6	785831618
IXB8	787414066
IXB9	785932955
IXC1	787600413
IXC2	793311721
IXC3	791875676
IXF4	779159090
IYA4	791599528
IYA5	800590508
IYA6	801459178
IYA7	783860749
IYA8	787637212
IZA1	785655311
IZA2	787732803
IZA5	779931592
IZA8	778471956
IZA9	780554476
IZB2	778463723
IZC5	778856878
IZC7	786847480
IZE1	789739351
IZE4	779818241
IZF1	788556865
IZH7	779041830
IZI3	779797831
IZI7	785085832
IZI8	792291924
JAB1	784993116
JAB6	777239702
JAB7	791440904
JAC7	777256944
JAE1	785824666
JAE7	778029179
JAE9	780702103
JAF5	783819965
JAF7	779328523
JAF9	779614089
JAH7	780563461
JBD5	787297051
JBD6	784074846
JBE6	788724698
JBE7	780497979
JBE8	791858448
JBE9	786925939
JBG3	790764888
JBH4	792641722
JBH5	785086224
JCF2	777971444
JDD7	779298584
JDD8	789201518
JDE3	785277750
JDE4	781483538
JDE6	784284877
JDE7	786262045
JDF3	791338915
JDF4	778379660
JDF5	784407285
JDG4	795571157
JDI1	786508862
JDI2	781254003
JDI4	781433806
JEB2	783216882
JEB4	789361732
JEC7	778976600
JED2	779047759
JED4	784060135
JED5	777729438
JEG5	782773298
JEG6	792139630
JEI4	788937308
JEI5	787499780
JEI6	779351780
JEI8	778143475
JUA3	783531437
JUA4	779230668
JUB6	789062079
JUB7	784272360
JUD4	794890995
JUD5	778363681
JUH9	781438913
JUI1	793586784
JVB4	779267892
JVB8	781040753
JVC3	779336624
JVC9	782203399
JVE1	798664161
JVF2	791944501
JVH2	790102676
JVH3	803665758
JVH4	782862210
JVI5	780675865
JVI9	782473357
JWA1	777797871
JWA2	777691429
JWA3	789468178
JWA4	791250925
JWA5	778205304
JWA6	778042034
JWA7	778672543
JWA8	809665848
JWA9	781347702
JWC8	788195514
JWC9	778247320
JWD1	778623458
JWD2	778648403
JWE3	787565036
JWE6	778813032
JWE7	782237331
JWE8	782107010
JWF2	778251336
JWF3	778779116
JWF4	778927135
JWF5	778625988
JWF6	778419890
JWF7	779400180
JWF8	779101169
JWF9	778569860
JWG1	780961489
JWG2	779786754
JWG3	792465085
JWG4	778080458
JWG5	783767633
JWG8	804347372
JWG9	779060806
JWH1	778504346
JWH2	778161697
JWH3	778906585
JWH4	778775037
JWH5	779013361
JWH6	778522092
JWH9	778896615
JWI2	782555046
JWI3	778863205
JWI6	778855832
JXA4	782829992
JXB5	780414773
JXC1	781028696
JXD4	780776791
JXD7	779013470
JXE9	780657238
JXF4	793359943
JXG8	778891227
JXH2	778864044
JXH4	849843239
JXH5	778477177
JXI2	788896490
JXI4	798384922
JYD3	779951152
JYD5	813556442
JYF7	781837631
JYG5	785669039
JYH3	781646018
JYH7	789432155
JYI8	782032882
JZA3	783297382
JZB7	795723524
JZD3	781162225
JZD5	781885457
JZD6	780630762
JZE2	785888752
JZE4	780389829
JZE6	782500348
JZE8	784309749
JZF1	782755461
JZF2	778338503
JZF3	777916894
JZF4	778454844
KAD2	782133623
KAE8	789808264
KAF1	787055744
KAF2	779895422
KAF3	786790146
KAF4	786541329
KAF5	782404800
KAF6	780813672
KAG3	778377034
KAG7	777840023
KAG8	777725831
KCE5	788515770
KCE7	780074016
KCF3	778646432
KCG2	780483361
KCG3	778921339
KCI6	778143919
KCI7	785948121
KDC6	793043698
KDG2	777367808
KEA4	782611741
KEB4	781495369
KEB8	782096596
KEC1	781974728
KEC2	785031323
KED6	785632143
KED7	783603715
KEE9	786945111
KEF1	785287320
KEF2	778526115
KEF3	786685302
KEH3	778199934
KFA7	779346793
KFA9	780253943
KFD2	784856988
KFD4	785387785
KFE8	785855742
KFF1	784269021
KFF4	784088954
KFH4	784188995
KFH5	784031561
KHA4	784857925
KHA5	782892264
KHA7	787307757
KHA9	797919580
KHC4	790614897
KHC5	792500376
KHE6	786495939
KYA1	792534628
KYA5	789392009
KYB7	786031862
KYB8	785820605
KYB9	784636925
KYE2	791734747
KYE7	791379667
KYG1	798095644
KYH4	792431718
LBA1	781931951
LBE2	782703168
LBE9	790543409
LBF3	780996895
LBF7	787948418
LBF8	790883665
LCA1	786136655
LCA2	782848990
LCB4	790928602
LCB5	793981667
LCC2	795995959
LCC6	789347739
LCD1	794060905
LCD5	794207017
LCD6	796573821
LCD7	800087076
LCF1	786315138
LCF3	791156291
LCF6	784675808
LCF8	787516357
LDA4	787819623
LDA7	785441609
LDA9	784724427
LDC6	782356646
LDD1	785013916
LDD6	784690976
LDD9	784490676
LDE1	783964805
LDE3	792880292
LDE4	785883297
LDF4	784464038
LDF5	783454505
LDG2	786994629
LDG3	783157208
LDI5	787021627
LDI7	792873833
LEA3	790997670
LEA4	792618826
LEC7	790170914
LEE1	787214970
LEF2	778912392
LEF8	778571429
LEF9	778650061
LEH2	780330642
LEI6	789271518
LEI9	790664577
LFA6	786317531
LFA8	785061971
LFB7	794943862
LFB9	782092087
LFC9	807100431
LFD2	781852899
LFD4	782203387
LFE4	803160760
LFF7	796978796
LFF8	782409833
LFG8	787705986
LFH1	780936760
LFI4	786048980
LFI6	787188879
LGA5	785594680
LGA6	783086297
LGB5	784916403
LGB8	784479981
LGE2	784198732
LGE3	795115955
LGG6	781973654
LGG7	783405025
LGH1	783720034
LGH3	786690809
LGH8	783684109
LGI1	782914582
LHA2	785447009
LHA5	783659447
LHB1	783073456
LHB3	779626028
LHC1	777999109
LHD2	784777271
LHD9	784281369
LHE3	785560595
LHF2	778566717
LHF6	785495762
LHF7	785746608
LHG4	781411221
LHG6	780497108
LHI4	783328376
LHI6	782552564
LJA7	798454203
LJA8	778842609
LJB1	796001284
LJC2	779920325
LJC3	779227332
LJC5	800414933
LJC8	806929047
LJC9	788718452
LJD1	802504657
LJD2	806346454
LJD3	807442610
LJE8	779420173
Z03	781439615
Z07	780448216
Z09	781911080
Z17	781939231
